region,date,iHosp,iICU,inHosp,inICU
IDF,2021-01-21,219,50,2205,616
IDF,2021-01-22,258,49,2244,603
IDF,2021-01-23,198,56,2318,634
IDF,2021-01-24,153,42,2388,645
IDF,2021-01-25,280,63,2418,666
IDF,2021-01-26,238,57,2422,667
IDF,2021-01-27,246,60,2381,678
IDF,2021-01-28,262,43,2414,675
IDF,2021-01-29,245,44,2421,666
IDF,2021-01-30,173,53,2467,683
IDF,2021-01-31,175,42,2524,705
IDF,2021-02-01,296,68,2521,720
IDF,2021-02-02,307,62,2547,726
IDF,2021-02-03,290,55,2572,731
IDF,2021-02-04,282,65,2552,734
IDF,2021-02-05,269,49,2518,729
IDF,2021-02-06,203,51,2582,728
IDF,2021-02-07,165,46,2605,752
IDF,2021-02-08,285,67,2578,741
IDF,2021-02-09,266,61,2527,742
IDF,2021-02-10,243,61,2501,750
IDF,2021-02-11,274,62,2521,754
IDF,2021-02-12,245,57,2449,753
IDF,2021-02-13,201,51,2503,770
IDF,2021-02-14,144,44,2547,779
IDF,2021-02-15,289,63,2517,769
IDF,2021-02-16,286,56,2523,765
IDF,2021-02-17,267,53,2497,765
IDF,2021-02-18,264,49,2488,757
IDF,2021-02-19,284,71,2442,769
IDF,2021-02-20,239,53,2536,785
IDF,2021-02-21,223,51,2649,815
IDF,2021-02-22,311,67,2644,836
IDF,2021-02-23,300,63,2617,827
IDF,2021-02-24,296,70,2608,831
IDF,2021-02-25,309,68,2593,843
IDF,2021-02-26,305,82,2605,861
IDF,2021-02-27,276,84,2691,906
IDF,2021-02-28,217,57,2780,915
IDF,2021-03-01,373,108,2757,965
IDF,2021-03-02,354,74,2783,960
IDF,2021-03-03,362,92,2827,968
IDF,2021-03-04,358,95,2827,993
IDF,2021-03-05,334,97,2824,1008
IDF,2021-03-06,260,83,2893,1045
IDF,2021-03-07,237,63,2989,1056
IDF,2021-03-08,348,98,2934,1062
IDF,2021-03-09,360,110,2896,1083
IDF,2021-03-10,329,87,2851,1105
IDF,2021-03-11,382,101,2844,1134
IDF,2021-03-12,365,105,2803,1126
IDF,2021-03-13,326,93,2920,1173
IDF,2021-03-14,295,91,3026,1225
IDF,2021-03-15,441,101,3059,1223
IDF,2021-03-16,448,111,3066,1243
IDF,2021-03-17,446,114,3114,1259
IDF,2021-03-18,420,125,3115,1267
IDF,2021-03-19,497,129,3172,1294
IDF,2021-03-20,401,103,3298,1355
IDF,2021-03-21,369,110,3473,1402
IDF,2021-03-22,480,131,3452,1420
IDF,2021-03-23,511,137,3470,1443
IDF,2021-03-24,516,126,3522,1456
IDF,2021-03-25,557,134,3623,1460
IDF,2021-03-26,496,146,3577,1490
IDF,2021-03-27,414,129,3693,1545
IDF,2021-03-28,376,92,3807,1565
IDF,2021-03-29,557,146,3772,1574
IDF,2021-03-30,566,144,3786,1588
IDF,2021-03-31,533,142,3772,1622
IDF,2021-04-01,527,168,3791,1662
IDF,2021-04-02,499,134,3702,1650
IDF,2021-04-03,412,96,3787,1648
IDF,2021-04-04,384,109,3913,1679
IDF,2021-04-05,446,133,4046,1735
IDF,2021-04-06,562,130,3999,1734
IDF,2021-04-07,501,162,3905,1754
IDF,2021-04-08,516,129,3859,1753
IDF,2021-04-09,527,156,3790,1774
IDF,2021-04-10,456,118,3933,1797
IDF,2021-04-11,381,107,4075,1823
IDF,2021-04-12,508,149,3990,1836
IDF,2021-04-13,473,153,3881,1827
IDF,2021-04-14,502,141,3847,1812
IDF,2021-04-15,476,136,3783,1821
IDF,2021-04-16,477,126,3709,1796
IDF,2021-04-17,409,107,3838,1822
IDF,2021-04-18,369,101,3968,1853
IDF,2021-04-19,476,150,3822,1839
IDF,2021-04-20,489,126,3727,1826
IDF,2021-04-21,434,125,3668,1817
IDF,2021-04-22,400,121,3542,1823
IDF,2021-04-23,417,111,3425,1806
IDF,2021-04-24,328,91,3490,1815
IDF,2021-04-25,308,102,3572,1861
IDF,2021-04-26,442,114,3519,1806
IDF,2021-04-27,423,103,3424,1781
IDF,2021-04-28,377,111,3285,1770
IDF,2021-04-29,336,87,3233,1712
IDF,2021-04-30,384,96,3148,1664
IDF,2021-05-01,260,80,3210,1662
IDF,2021-05-02,250,86,3288,1693
IDF,2021-05-03,330,79,3169,1634
IDF,2021-05-04,290,77,2966,1593
IDF,2021-05-05,262,81,2818,1555
IDF,2021-05-06,267,64,2697,1502
IDF,2021-05-07,247,65,2544,1442
IDF,2021-05-08,216,49,2574,1434
IDF,2021-05-09,194,38,2663,1432
IDF,2021-05-10,226,68,2456,1391
IDF,2021-05-11,159,45,2260,1341
IDF,2021-05-12,202,54,2067,1292
IDF,2021-05-13,163,32,2074,1279
IDF,2021-05-14,165,56,1941,1243
IDF,2021-05-15,153,49,1958,1250
IDF,2021-05-16,125,39,1996,1248
IDF,2021-05-17,193,46,1912,1205
IDF,2021-05-18,162,47,1796,1172
IDF,2021-05-19,155,37,1710,1111
IDF,2021-05-20,136,44,1623,1067
IDF,2021-05-21,141,38,1504,1030
IDF,2021-05-22,117,33,1473,1030
IDF,2021-05-23,88,29,1485,1022
IDF,2021-05-24,107,24,1522,1005
IDF,2021-05-25,106,32,1364,964
IDF,2021-05-26,107,37,1260,923
IDF,2021-05-27,105,35,1154,887
IDF,2021-05-28,102,18,1061,844
IDF,2021-05-29,95,23,1074,837
IDF,2021-05-30,60,18,1090,833
IDF,2021-05-31,108,27,1048,787
IDF,2021-06-01,102,21,979,764
IDF,2021-06-02,99,15,930,726
IDF,2021-06-03,91,15,879,701
IDF,2021-06-04,91,23,814,679
IDF,2021-06-05,56,15,810,679
IDF,2021-06-06,56,12,825,680
IDF,2021-06-07,76,22,750,650
IDF,2021-06-08,65,18,685,620
IDF,2021-06-09,75,19,613,602
IDF,2021-06-10,59,17,548,569
IDF,2021-06-11,68,9,529,541
IDF,2021-06-12,43,16,524,534
IDF,2021-06-13,45,8,544,535
IDF,2021-06-14,53,14,515,512
IDF,2021-06-15,38,10,474,493
IDF,2021-06-16,41,12,423,472
IDF,2021-06-17,31,10,377,451
IDF,2021-06-18,34,12,338,424
IDF,2021-06-19,23,7,339,423
IDF,2021-06-20,21,1,348,417
IDF,2021-06-21,33,13,312,397
IDF,2021-06-22,35,10,286,390
IDF,2021-06-23,25,4,253,374
IDF,2021-06-24,27,7,231,356
IDF,2021-06-25,22,4,211,339
IDF,2021-06-26,18,5,204,336
IDF,2021-06-27,17,3,198,331
IDF,2021-06-28,28,5,187,309
IDF,2021-06-29,29,6,172,302
IDF,2021-06-30,22,9,132,294
IDF,2021-07-01,18,6,119,281
IDF,2021-07-02,21,4,102,271
IDF,2021-07-03,14,6,102,269
IDF,2021-07-04,11,5,98,274
IDF,2021-07-05,23,4,90,263
IDF,2021-07-06,24,7,88,252
IDF,2021-07-07,22,6,82,244
IDF,2021-07-08,18,4,75,240
IDF,2021-07-09,11,2,65,237
metropolitan,2020-03-01,36,3,31,3
metropolitan,2020-03-02,65,12,76,15
metropolitan,2020-03-03,53,8,113,23
metropolitan,2020-03-04,104,23,189,44
metropolitan,2020-03-05,102,21,260,65
metropolitan,2020-03-06,146,18,361,81
metropolitan,2020-03-07,121,14,447,91
metropolitan,2020-03-08,106,25,508,115
metropolitan,2020-03-09,203,43,616,152
metropolitan,2020-03-10,230,42,768,191
metropolitan,2020-03-11,294,45,952,232
metropolitan,2020-03-12,362,63,1160,285
metropolitan,2020-03-13,470,68,1414,339
metropolitan,2020-03-14,602,118,1788,447
metropolitan,2020-03-15,700,149,2189,586
metropolitan,2020-03-16,1064,237,2748,789
metropolitan,2020-03-17,1126,252,3337,985
metropolitan,2020-03-18,1414,238,4154,1163
metropolitan,2020-03-19,1578,372,4994,1459
metropolitan,2020-03-20,1952,410,6039,1787
metropolitan,2020-03-21,1680,365,6954,2059
metropolitan,2020-03-22,1770,406,7919,2373
metropolitan,2020-03-23,2773,631,9218,2860
metropolitan,2020-03-24,2728,576,10471,3258
metropolitan,2020-03-25,3115,652,11916,3707
metropolitan,2020-03-26,3215,692,13238,4196
metropolitan,2020-03-27,3642,715,14802,4673
metropolitan,2020-03-28,2867,612,16066,5075
metropolitan,2020-03-29,2381,557,17011,5459
metropolitan,2020-03-30,3289,685,17708,5874
metropolitan,2020-03-31,3132,667,18329,6229
metropolitan,2020-04-01,2989,604,18769,6513
metropolitan,2020-04-02,2718,530,19184,6707
metropolitan,2020-04-03,2762,504,19223,6816
metropolitan,2020-04-04,2148,370,19846,6907
metropolitan,2020-04-05,1450,305,20178,6948
metropolitan,2020-04-06,2350,410,19675,6917
metropolitan,2020-04-07,2172,358,19364,6852
metropolitan,2020-04-08,2024,307,18963,6742
metropolitan,2020-04-09,2063,300,18841,6620
metropolitan,2020-04-10,1992,259,18531,6440
metropolitan,2020-04-11,1468,200,18784,6360
metropolitan,2020-04-12,1276,217,19192,6354
metropolitan,2020-04-13,1116,198,19337,6305
metropolitan,2020-04-14,1550,233,18477,6054
metropolitan,2020-04-15,1443,209,17690,5837
metropolitan,2020-04-16,1427,223,17248,5618
metropolitan,2020-04-17,1395,170,16597,5329
metropolitan,2020-04-18,921,167,16602,5317
metropolitan,2020-04-19,703,115,16790,5269
metropolitan,2020-04-20,1113,165,15964,5015
metropolitan,2020-04-21,1130,131,15456,4800
metropolitan,2020-04-22,971,154,14852,4635
metropolitan,2020-04-23,972,119,14347,4416
metropolitan,2020-04-24,886,123,13682,4227
metropolitan,2020-04-25,537,83,13684,4180
metropolitan,2020-04-26,444,79,13792,4164
metropolitan,2020-04-27,757,101,13063,3897
metropolitan,2020-04-28,730,83,12412,3705
metropolitan,2020-04-29,629,97,11842,3562
metropolitan,2020-04-30,658,87,11084,3392
metropolitan,2020-05-01,408,58,11127,3336
metropolitan,2020-05-02,381,67,11184,3309
metropolitan,2020-05-03,293,48,11289,3264
metropolitan,2020-05-04,474,63,10578,3068
metropolitan,2020-05-05,515,83,10038,2876
metropolitan,2020-05-06,456,63,9441,2723
metropolitan,2020-05-07,458,61,8792,2585
metropolitan,2020-05-08,246,46,8727,2541
metropolitan,2020-05-09,292,53,8769,2532
metropolitan,2020-05-10,240,41,8866,2516
metropolitan,2020-05-11,329,42,8368,2336
metropolitan,2020-05-12,352,49,7926,2198
metropolitan,2020-05-13,323,42,7533,2074
metropolitan,2020-05-14,312,45,7168,1986
metropolitan,2020-05-15,292,39,6746,1879
metropolitan,2020-05-16,195,30,6728,1860
metropolitan,2020-05-17,166,17,6786,1851
metropolitan,2020-05-18,281,50,6361,1738
metropolitan,2020-05-19,235,28,5984,1638
metropolitan,2020-05-20,236,30,5536,1543
metropolitan,2020-05-21,159,13,5578,1516
metropolitan,2020-05-22,227,35,5383,1457
metropolitan,2020-05-23,144,29,5394,1447
metropolitan,2020-05-24,107,18,5438,1436
metropolitan,2020-05-25,187,31,5050,1362
metropolitan,2020-05-26,181,31,4750,1292
metropolitan,2020-05-27,154,21,4542,1221
metropolitan,2020-05-28,135,18,4306,1143
metropolitan,2020-05-29,131,14,4042,1084
metropolitan,2020-05-30,97,16,4017,1075
metropolitan,2020-05-31,78,11,4026,1061
metropolitan,2020-06-01,83,10,4013,1051
metropolitan,2020-06-02,125,11,3752,983
metropolitan,2020-06-03,121,16,3559,925
metropolitan,2020-06-04,116,13,3384,862
metropolitan,2020-06-05,93,16,3186,812
metropolitan,2020-06-06,83,15,3203,802
metropolitan,2020-06-07,49,8,3218,800
metropolitan,2020-06-08,77,12,3046,762
metropolitan,2020-06-09,84,8,2909,723
metropolitan,2020-06-10,96,20,2802,703
metropolitan,2020-06-11,80,7,2675,669
metropolitan,2020-06-12,67,10,2572,644
metropolitan,2020-06-13,37,11,2556,643
metropolitan,2020-06-14,59,6,2589,637
metropolitan,2020-06-15,67,14,2475,600
metropolitan,2020-06-16,70,13,2368,584
metropolitan,2020-06-17,64,7,2289,559
metropolitan,2020-06-18,72,7,2237,531
metropolitan,2020-06-19,74,4,2179,512
metropolitan,2020-06-20,47,2,2199,505
metropolitan,2020-06-21,48,8,2217,507
metropolitan,2020-06-22,47,10,2123,489
metropolitan,2020-06-23,62,3,2071,463
metropolitan,2020-06-24,56,8,2022,445
metropolitan,2020-06-25,57,11,1945,433
metropolitan,2020-06-26,59,8,1894,415
metropolitan,2020-06-27,38,8,1898,415
metropolitan,2020-06-28,37,11,1911,421
metropolitan,2020-06-29,46,7,1869,403
metropolitan,2020-06-30,48,4,1795,374
metropolitan,2020-07-01,54,5,1744,360
metropolitan,2020-07-02,38,7,1688,347
metropolitan,2020-07-03,51,4,1670,333
metropolitan,2020-07-04,34,7,1668,338
metropolitan,2020-07-05,31,5,1678,341
metropolitan,2020-07-06,53,9,1641,327
metropolitan,2020-07-07,45,11,1608,318
metropolitan,2020-07-08,42,9,1572,315
metropolitan,2020-07-09,66,7,1558,304
metropolitan,2020-07-10,60,9,1535,298
metropolitan,2020-07-11,36,5,1547,292
metropolitan,2020-07-12,38,5,1570,291
metropolitan,2020-07-13,81,14,1559,291
metropolitan,2020-07-14,43,8,1574,295
metropolitan,2020-07-15,64,12,1544,288
metropolitan,2020-07-16,84,15,1527,282
metropolitan,2020-07-17,72,9,1502,275
metropolitan,2020-07-18,40,12,1486,276
metropolitan,2020-07-19,41,6,1501,277
metropolitan,2020-07-20,75,8,1478,275
metropolitan,2020-07-21,72,10,1454,263
metropolitan,2020-07-22,60,7,1401,261
metropolitan,2020-07-23,56,10,1379,251
metropolitan,2020-07-24,73,14,1361,245
metropolitan,2020-07-25,64,7,1396,244
metropolitan,2020-07-26,59,12,1426,254
metropolitan,2020-07-27,83,19,1415,254
metropolitan,2020-07-28,75,12,1402,257
metropolitan,2020-07-29,79,7,1415,250
metropolitan,2020-07-30,80,15,1409,251
metropolitan,2020-07-31,94,18,1396,252
metropolitan,2020-08-01,56,15,1408,259
metropolitan,2020-08-02,62,8,1438,266
metropolitan,2020-08-03,91,14,1437,265
metropolitan,2020-08-04,113,17,1463,258
metropolitan,2020-08-05,102,18,1480,267
metropolitan,2020-08-06,92,19,1466,267
metropolitan,2020-08-07,104,13,1489,269
metropolitan,2020-08-08,75,16,1520,274
metropolitan,2020-08-09,86,12,1582,273
metropolitan,2020-08-10,94,12,1569,266
metropolitan,2020-08-11,129,17,1589,259
metropolitan,2020-08-12,141,28,1608,270
metropolitan,2020-08-13,117,26,1618,280
metropolitan,2020-08-14,105,8,1633,265
metropolitan,2020-08-15,99,16,1671,273
metropolitan,2020-08-16,102,17,1730,279
metropolitan,2020-08-17,111,16,1716,273
metropolitan,2020-08-18,131,29,1712,273
metropolitan,2020-08-19,145,30,1721,280
metropolitan,2020-08-20,149,25,1751,283
metropolitan,2020-08-21,126,26,1704,296
metropolitan,2020-08-22,99,16,1717,300
metropolitan,2020-08-23,107,32,1772,321
metropolitan,2020-08-24,171,30,1794,320
metropolitan,2020-08-25,149,26,1800,315
metropolitan,2020-08-26,158,29,1800,325
metropolitan,2020-08-27,200,33,1860,335
metropolitan,2020-08-28,181,33,1876,342
metropolitan,2020-08-29,120,25,1927,359
metropolitan,2020-08-30,148,36,1997,382
metropolitan,2020-08-31,212,41,2043,397
metropolitan,2020-09-01,238,37,2076,404
metropolitan,2020-09-02,218,39,2144,415
metropolitan,2020-09-03,258,49,2186,433
metropolitan,2020-09-04,285,52,2261,456
metropolitan,2020-09-05,225,43,2349,485
metropolitan,2020-09-06,200,36,2465,505
metropolitan,2020-09-07,364,68,2532,534
metropolitan,2020-09-08,330,63,2618,565
metropolitan,2020-09-09,283,60,2644,589
metropolitan,2020-09-10,367,50,2760,603
metropolitan,2020-09-11,404,92,2858,649
metropolitan,2020-09-12,330,56,3036,672
metropolitan,2020-09-13,272,64,3178,713
metropolitan,2020-09-14,431,70,3278,731
metropolitan,2020-09-15,480,106,3407,773
metropolitan,2020-09-16,502,92,3543,801
metropolitan,2020-09-17,492,83,3680,822
metropolitan,2020-09-18,566,98,3609,854
metropolitan,2020-09-19,383,81,3619,885
metropolitan,2020-09-20,428,108,3722,957
metropolitan,2020-09-21,559,112,3749,968
metropolitan,2020-09-22,540,125,3805,1023
metropolitan,2020-09-23,510,102,3870,1052
metropolitan,2020-09-24,553,113,3966,1090
metropolitan,2020-09-25,541,113,4008,1111
metropolitan,2020-09-26,399,88,4195,1136
metropolitan,2020-09-27,336,92,4332,1188
metropolitan,2020-09-28,609,145,4314,1211
metropolitan,2020-09-29,565,118,4343,1221
metropolitan,2020-09-30,599,130,4444,1243
metropolitan,2020-10-01,606,123,4541,1271
metropolitan,2020-10-02,614,119,4570,1288
metropolitan,2020-10-03,536,117,4820,1356
metropolitan,2020-10-04,419,90,5033,1399
metropolitan,2020-10-05,650,136,5058,1396
metropolitan,2020-10-06,717,134,5219,1393
metropolitan,2020-10-07,689,133,5334,1420
metropolitan,2020-10-08,793,147,5542,1450
metropolitan,2020-10-09,825,142,5662,1472
metropolitan,2020-10-10,702,131,5990,1536
metropolitan,2020-10-11,607,121,6345,1596
metropolitan,2020-10-12,1020,200,6561,1659
metropolitan,2020-10-13,1041,189,6894,1711
metropolitan,2020-10-14,1128,229,7219,1799
metropolitan,2020-10-15,1096,205,7572,1850
metropolitan,2020-10-16,1284,211,7968,1933
metropolitan,2020-10-17,1115,202,8565,2033
metropolitan,2020-10-18,969,209,9104,2168
metropolitan,2020-10-19,1507,285,9550,2238
metropolitan,2020-10-20,1626,289,10138,2332
metropolitan,2020-10-21,1666,262,10716,2381
metropolitan,2020-10-22,1794,301,11329,2500
metropolitan,2020-10-23,1927,317,11842,2618
metropolitan,2020-10-24,1531,278,12610,2743
metropolitan,2020-10-25,1470,286,13419,2905
metropolitan,2020-10-26,2176,367,14053,3016
metropolitan,2020-10-27,2251,345,14803,3101
metropolitan,2020-10-28,2241,388,15393,3227
metropolitan,2020-10-29,2285,416,15969,3387
metropolitan,2020-10-30,2397,399,16466,3520
metropolitan,2020-10-31,2004,310,17386,3658
metropolitan,2020-11-01,1877,375,18345,3851
metropolitan,2020-11-02,2767,469,18903,4016
metropolitan,2020-11-03,2571,415,19306,4121
metropolitan,2020-11-04,2413,436,19529,4265
metropolitan,2020-11-05,2379,440,19584,4398
metropolitan,2020-11-06,2487,429,19434,4471
metropolitan,2020-11-07,1918,382,20095,4623
metropolitan,2020-11-08,1720,345,20869,4762
metropolitan,2020-11-09,2569,442,20661,4774
metropolitan,2020-11-10,2431,397,20455,4775
metropolitan,2020-11-11,1713,310,21015,4871
metropolitan,2020-11-12,2157,397,20548,4866
metropolitan,2020-11-13,2167,389,19975,4810
metropolitan,2020-11-14,1661,281,20527,4839
metropolitan,2020-11-15,1244,258,21011,4917
metropolitan,2020-11-16,1963,330,20272,4827
metropolitan,2020-11-17,1777,288,19639,4743
metropolitan,2020-11-18,1604,260,19039,4612
metropolitan,2020-11-19,1513,249,18394,4547
metropolitan,2020-11-20,1493,226,17600,4420
metropolitan,2020-11-21,1040,184,17790,4397
metropolitan,2020-11-22,788,165,18043,4375
metropolitan,2020-11-23,1306,241,17051,4217
metropolitan,2020-11-24,1351,195,16429,4067
metropolitan,2020-11-25,1224,186,15896,3948
metropolitan,2020-11-26,1153,163,15347,3815
metropolitan,2020-11-27,1159,180,14686,3708
metropolitan,2020-11-28,800,125,14861,3680
metropolitan,2020-11-29,712,137,15127,3691
metropolitan,2020-11-30,1126,176,14448,3549
metropolitan,2020-12-01,1137,170,14020,3428
metropolitan,2020-12-02,1123,164,13739,3355
metropolitan,2020-12-03,1128,139,13433,3258
metropolitan,2020-12-04,1137,149,13140,3163
metropolitan,2020-12-05,808,130,13414,3147
metropolitan,2020-12-06,743,130,13731,3185
metropolitan,2020-12-07,1103,183,13449,3079
metropolitan,2020-12-08,1030,165,13008,3016
metropolitan,2020-12-09,1044,173,12786,2966
metropolitan,2020-12-10,1044,132,12544,2852
metropolitan,2020-12-11,1118,187,12269,2808
metropolitan,2020-12-12,883,149,12615,2845
metropolitan,2020-12-13,672,121,12926,2876
metropolitan,2020-12-14,1138,189,12670,2845
metropolitan,2020-12-15,1108,168,12497,2780
metropolitan,2020-12-16,1025,163,12274,2747
metropolitan,2020-12-17,1029,164,12059,2710
metropolitan,2020-12-18,1097,165,11789,2664
metropolitan,2020-12-19,838,130,12101,2706
metropolitan,2020-12-20,661,124,12377,2748
metropolitan,2020-12-21,1047,153,12089,2683
metropolitan,2020-12-22,1177,187,11899,2657
metropolitan,2020-12-23,1055,166,11573,2581
metropolitan,2020-12-24,934,145,11178,2530
metropolitan,2020-12-25,622,120,11385,2566
metropolitan,2020-12-26,745,146,11588,2599
metropolitan,2020-12-27,716,148,11880,2663
metropolitan,2020-12-28,1180,195,11972,2631
metropolitan,2020-12-29,1122,168,11949,2581
metropolitan,2020-12-30,1087,173,11790,2533
metropolitan,2020-12-31,948,158,11482,2496
metropolitan,2021-01-01,690,136,11711,2553
metropolitan,2021-01-02,829,145,12020,2597
metropolitan,2021-01-03,816,156,12432,2653
metropolitan,2021-01-04,1220,200,12374,2613
metropolitan,2021-01-05,1232,180,12326,2552
metropolitan,2021-01-06,1130,182,12183,2542
metropolitan,2021-01-07,1153,188,12088,2546
metropolitan,2021-01-08,1185,184,11956,2527
metropolitan,2021-01-09,917,169,12327,2584
metropolitan,2021-01-10,735,143,12683,2638
metropolitan,2021-01-11,1215,194,12557,2601
metropolitan,2021-01-12,1342,237,12523,2659
metropolitan,2021-01-13,1394,198,12655,2657
metropolitan,2021-01-14,1298,197,12705,2643
metropolitan,2021-01-15,1402,234,12747,2664
metropolitan,2021-01-16,1054,193,13176,2741
metropolitan,2021-01-17,847,179,13581,2817
metropolitan,2021-01-18,1442,229,13566,2792
metropolitan,2021-01-19,1513,265,13666,2822
metropolitan,2021-01-20,1441,250,13753,2877
metropolitan,2021-01-21,1449,245,13859,2906
metropolitan,2021-01-22,1491,231,13906,2896
metropolitan,2021-01-23,1132,233,14337,2987
metropolitan,2021-01-24,973,198,14768,3074
metropolitan,2021-01-25,1526,303,14736,3112
metropolitan,2021-01-26,1494,288,14660,3118
metropolitan,2021-01-27,1353,245,14499,3123
metropolitan,2021-01-28,1413,226,14402,3123
metropolitan,2021-01-29,1467,231,14305,3093
metropolitan,2021-01-30,1085,215,14709,3152
metropolitan,2021-01-31,972,188,15112,3226
metropolitan,2021-02-01,1555,288,14976,3251
metropolitan,2021-02-02,1590,260,14975,3245
metropolitan,2021-02-03,1445,242,14858,3233
metropolitan,2021-02-04,1398,251,14621,3233
metropolitan,2021-02-05,1337,237,14301,3222
metropolitan,2021-02-06,1040,214,14649,3271
metropolitan,2021-02-07,930,216,15021,3359
metropolitan,2021-02-08,1389,269,14690,3320
metropolitan,2021-02-09,1415,266,14517,3298
metropolitan,2021-02-10,1234,245,14141,3293
metropolitan,2021-02-11,1188,247,13833,3284
metropolitan,2021-02-12,1234,245,13429,3272
metropolitan,2021-02-13,915,203,13660,3323
metropolitan,2021-02-14,777,195,13948,3397
metropolitan,2021-02-15,1264,261,13486,3352
metropolitan,2021-02-16,1272,247,13222,3320
metropolitan,2021-02-17,1249,250,12972,3321
metropolitan,2021-02-18,1171,257,12717,3315
metropolitan,2021-02-19,1158,228,12364,3269
metropolitan,2021-02-20,1007,224,12715,3337
metropolitan,2021-02-21,884,199,13140,3407
metropolitan,2021-02-22,1330,276,12890,3435
metropolitan,2021-02-23,1270,240,12746,3384
metropolitan,2021-02-24,1238,266,12559,3379
metropolitan,2021-02-25,1260,259,12367,3398
metropolitan,2021-02-26,1254,292,12130,3419
metropolitan,2021-02-27,1062,251,12510,3494
metropolitan,2021-02-28,876,239,12867,3573
metropolitan,2021-03-01,1323,323,12490,3603
metropolitan,2021-03-02,1379,292,12392,3623
metropolitan,2021-03-03,1314,279,12335,3624
metropolitan,2021-03-04,1294,313,12154,3682
metropolitan,2021-03-05,1279,291,11930,3694
metropolitan,2021-03-06,985,255,12215,3793
metropolitan,2021-03-07,924,213,12653,3862
metropolitan,2021-03-08,1350,326,12408,3878
metropolitan,2021-03-09,1317,317,12196,3870
metropolitan,2021-03-10,1273,294,12036,3885
metropolitan,2021-03-11,1393,336,11993,3958
metropolitan,2021-03-12,1308,309,11722,3957
metropolitan,2021-03-13,1171,271,12187,4052
metropolitan,2021-03-14,1062,296,12694,4199
metropolitan,2021-03-15,1568,326,12625,4174
metropolitan,2021-03-16,1463,325,12582,4185
metropolitan,2021-03-17,1513,349,12639,4202
metropolitan,2021-03-18,1508,363,12654,4199
metropolitan,2021-03-19,1699,384,12675,4270
metropolitan,2021-03-20,1287,332,13123,4430
metropolitan,2021-03-21,1175,304,13680,4545
metropolitan,2021-03-22,1720,390,13583,4573
metropolitan,2021-03-23,1817,400,13631,4628
metropolitan,2021-03-24,1642,375,13657,4650
metropolitan,2021-03-25,1802,412,13835,4680
metropolitan,2021-03-26,1760,433,13750,4748
metropolitan,2021-03-27,1445,371,14256,4891
metropolitan,2021-03-28,1258,293,14859,4993
metropolitan,2021-03-29,1957,465,14761,5026
metropolitan,2021-03-30,1885,431,14720,5025
metropolitan,2021-03-31,1803,440,14717,5063
metropolitan,2021-04-01,1876,477,14695,5172
metropolitan,2021-04-02,1925,444,14597,5198
metropolitan,2021-04-03,1587,406,14990,5331
metropolitan,2021-04-04,1459,389,15592,5462
metropolitan,2021-04-05,1587,423,16230,5626
metropolitan,2021-04-06,2036,470,15998,5629
metropolitan,2021-04-07,1735,466,15544,5641
metropolitan,2021-04-08,1825,440,15275,5651
metropolitan,2021-04-09,1924,473,14899,5681
metropolitan,2021-04-10,1657,378,15511,5785
metropolitan,2021-04-11,1376,362,16103,5909
metropolitan,2021-04-12,1859,451,15760,5878
metropolitan,2021-04-13,1765,428,15469,5804
metropolitan,2021-04-14,1751,434,15254,5783
metropolitan,2021-04-15,1695,437,15015,5799
metropolitan,2021-04-16,1675,394,14675,5702
metropolitan,2021-04-17,1452,383,15147,5798
metropolitan,2021-04-18,1260,319,15695,5885
metropolitan,2021-04-19,1817,492,15284,5856
metropolitan,2021-04-20,1768,425,14991,5852
metropolitan,2021-04-21,1659,415,14738,5835
metropolitan,2021-04-22,1520,410,14423,5814
metropolitan,2021-04-23,1636,372,14034,5759
metropolitan,2021-04-24,1261,340,14289,5849
metropolitan,2021-04-25,1111,299,14739,5920
metropolitan,2021-04-26,1555,362,14338,5773
metropolitan,2021-04-27,1513,358,13932,5713
metropolitan,2021-04-28,1394,349,13535,5645
metropolitan,2021-04-29,1260,291,13249,5491
metropolitan,2021-04-30,1350,340,12736,5397
metropolitan,2021-05-01,960,233,12990,5400
metropolitan,2021-05-02,869,244,13323,5462
metropolitan,2021-05-03,1156,267,12676,5283
metropolitan,2021-05-04,1113,260,12073,5151
metropolitan,2021-05-05,969,264,11483,5021
metropolitan,2021-05-06,1042,220,11032,4832
metropolitan,2021-05-07,913,228,10388,4669
metropolitan,2021-05-08,728,179,10475,4662
metropolitan,2021-05-09,634,146,10751,4616
metropolitan,2021-05-10,908,225,10085,4472
metropolitan,2021-05-11,752,165,9484,4303
metropolitan,2021-05-12,677,174,8777,4130
metropolitan,2021-05-13,547,120,8859,4087
metropolitan,2021-05-14,650,175,8298,3946
metropolitan,2021-05-15,515,139,8323,3933
metropolitan,2021-05-16,448,122,8498,3937
metropolitan,2021-05-17,665,146,8008,3742
metropolitan,2021-05-18,568,144,7434,3610
metropolitan,2021-05-19,548,133,7012,3456
metropolitan,2021-05-20,496,135,6641,3319
metropolitan,2021-05-21,502,130,6140,3187
metropolitan,2021-05-22,444,109,6137,3180
metropolitan,2021-05-23,339,100,6202,3179
metropolitan,2021-05-24,392,92,6282,3156
metropolitan,2021-05-25,410,120,5744,3029
metropolitan,2021-05-26,452,135,5382,2933
metropolitan,2021-05-27,439,119,5030,2841
metropolitan,2021-05-28,368,82,4660,2703
metropolitan,2021-05-29,350,80,4708,2691
